DTH,HAS,current_yield,future_yield,image_num,target_dry,target_fresh,tray,pos
30,26,30,480,29,160,209,32,4
30,26,10,400,36,160,209,32,4
29,27,10,380,55,160,209,32,4
29,27,10,380,71,160,209,32,4
29,27,10,380,86,160,209,32,4
28,28,10,370,105,160,209,32,4
28,28,10,370,124,160,209,32,4
28,28,10,370,137,160,209,32,4
27,29,10,350,156,160,209,32,4
27,29,10,350,174,160,209,32,4
27,29,10,350,188,160,209,32,4
26,30,10,340,207,160,209,32,4
26,30,10,340,225,160,209,32,4
26,30,10,340,239,160,209,32,4
25,31,10,330,258,160,209,32,4
25,31,10,330,276,160,209,32,4
25,31,10,330,290,160,209,32,4
24,32,10,310,309,160,209,32,4
24,32,10,310,327,160,209,32,4
24,32,10,310,341,160,209,32,4
23,33,10,300,359,160,209,32,4
23,33,10,300,377,160,209,32,4
23,33,10,300,392,160,209,32,4
22,34,10,280,410,160,209,32,4
22,34,10,280,423,160,209,32,4
22,34,10,280,437,160,209,32,4
22,34,10,280,443,160,209,32,4
21,35,10,270,460,160,209,32,4
21,35,10,270,478,160,209,32,4
21,35,10,270,494,160,209,32,4
20,36,10,250,512,160,209,32,4
20,36,10,250,530,160,209,32,4
20,36,10,250,545,160,209,32,4
19,37,10,240,563,160,209,32,4
19,37,10,240,581,160,209,32,4
19,37,10,240,596,160,209,32,4
18,38,10,220,614,160,209,32,4
18,38,10,220,632,160,209,32,4
18,38,10,220,647,160,209,32,4
17,39,10,210,665,160,209,32,4
17,39,10,210,683,160,209,32,4
17,39,10,210,698,160,209,32,4
16,40,10,190,716,160,209,32,4
16,40,10,190,734,160,209,32,4
16,40,10,190,749,160,209,32,4
15,41,10,180,767,160,209,32,4
15,41,10,180,785,160,209,32,4
15,41,10,180,800,160,209,32,4
14,42,10,160,818,160,209,32,4
14,42,10,160,836,160,209,32,4
14,42,10,160,851,160,209,32,4
13,43,10,140,854,160,209,32,4
12,44,20,170,872,160,209,32,4
12,44,20,170,890,160,209,32,4
12,44,20,170,902,160,209,32,4
11,45,20,160,920,160,209,32,4
11,45,20,160,938,160,209,32,4
11,45,20,160,953,160,209,32,4
10,46,30,170,971,160,209,32,4
10,46,30,170,989,160,209,32,4
10,46,30,170,1004,160,209,32,4
9,47,40,160,1022,160,209,32,4
9,47,50,170,1040,160,209,32,4
9,47,50,170,1055,160,209,32,4
8,48,60,160,1073,160,209,32,4
8,48,60,160,1091,160,209,32,4
8,48,70,170,1106,160,209,32,4
7,49,80,160,1124,160,209,32,4
7,49,90,170,1142,160,209,32,4
7,49,100,180,1157,160,209,32,4
6,50,110,170,1175,160,209,32,4
6,50,110,170,1193,160,209,32,4
6,50,120,180,1208,160,209,32,4
5,51,130,170,1226,160,209,32,4
5,51,130,170,1244,160,209,32,4
5,51,130,170,1259,160,209,32,4
4,52,140,160,1277,160,209,32,4
4,52,130,150,1295,160,209,32,4
4,52,150,170,1310,160,209,32,4
3,53,150,160,1325,160,209,32,4
3,53,160,170,1352,160,209,32,4
2,54,160,160,1386,160,209,32,4
2,54,160,160,1408,160,209,32,4
2,54,160,160,1421,160,209,32,4
1,55,170,150,1441,160,209,32,4
1,55,170,150,1461,160,209,32,4
1,55,180,160,1472,160,209,32,4
0,56,190,160,1492,160,209,32,4
0,56,190,160,1511,160,209,32,4
0,56,190,160,1523,160,209,32,4
34,22,10,450,1,230,583.2,32,5
33,23,10,440,9,230,583.2,32,5
33,23,10,440,10,230,583.2,32,5
33,23,10,440,29,230,583.2,32,5
32,24,10,430,36,230,583.2,32,5
32,24,10,430,55,230,583.2,32,5
32,24,10,430,71,230,583.2,32,5
31,25,10,410,86,230,583.2,32,5
31,25,10,410,105,230,583.2,32,5
31,25,10,410,124,230,583.2,32,5
30,26,10,400,137,230,583.2,32,5
30,26,10,400,156,230,583.2,32,5
30,26,10,400,174,230,583.2,32,5
29,27,10,380,188,230,583.2,32,5
29,27,10,380,207,230,583.2,32,5
29,27,10,380,225,230,583.2,32,5
28,28,10,370,239,230,583.2,32,5
28,28,10,370,258,230,583.2,32,5
28,28,10,370,276,230,583.2,32,5
27,29,10,350,290,230,583.2,32,5
27,29,10,350,309,230,583.2,32,5
27,29,10,350,327,230,583.2,32,5
26,30,10,340,341,230,583.2,32,5
26,30,10,340,359,230,583.2,32,5
26,30,10,340,377,230,583.2,32,5
25,31,10,330,392,230,583.2,32,5
25,31,10,330,410,230,583.2,32,5
25,31,10,330,423,230,583.2,32,5
25,31,10,330,437,230,583.2,32,5
24,32,10,310,443,230,583.2,32,5
24,32,10,310,460,230,583.2,32,5
24,32,10,310,478,230,583.2,32,5
23,33,10,300,494,230,583.2,32,5
23,33,10,300,512,230,583.2,32,5
23,33,10,300,530,230,583.2,32,5
22,34,10,280,545,230,583.2,32,5
22,34,10,280,563,230,583.2,32,5
22,34,10,280,581,230,583.2,32,5
21,35,10,270,596,230,583.2,32,5
21,35,10,270,614,230,583.2,32,5
21,35,10,270,632,230,583.2,32,5
20,36,10,250,647,230,583.2,32,5
20,36,10,250,665,230,583.2,32,5
20,36,10,250,683,230,583.2,32,5
19,37,10,240,698,230,583.2,32,5
19,37,10,240,716,230,583.2,32,5
19,37,10,240,734,230,583.2,32,5
18,38,10,220,749,230,583.2,32,5
18,38,10,220,767,230,583.2,32,5
18,38,10,220,785,230,583.2,32,5
17,39,10,210,800,230,583.2,32,5
17,39,10,210,818,230,583.2,32,5
17,39,10,210,836,230,583.2,32,5
16,40,10,190,851,230,583.2,32,5
15,41,10,180,854,230,583.2,32,5
15,41,10,180,872,230,583.2,32,5
15,41,10,180,890,230,583.2,32,5
14,42,10,160,902,230,583.2,32,5
14,42,10,160,920,230,583.2,32,5
14,42,10,160,938,230,583.2,32,5
13,43,10,140,953,230,583.2,32,5
13,43,20,190,971,230,583.2,32,5
13,43,20,190,989,230,583.2,32,5
12,44,20,170,1004,230,583.2,32,5
12,44,20,170,1022,230,583.2,32,5
12,44,20,170,1040,230,583.2,32,5
11,45,30,190,1055,230,583.2,32,5
11,45,30,190,1073,230,583.2,32,5
11,45,30,190,1091,230,583.2,32,5
10,46,30,170,1106,230,583.2,32,5
10,46,40,180,1124,230,583.2,32,5
10,46,40,180,1142,230,583.2,32,5
9,47,40,160,1157,230,583.2,32,5
9,47,50,170,1175,230,583.2,32,5
9,47,50,170,1193,230,583.2,32,5
8,48,50,150,1208,230,583.2,32,5
8,48,60,160,1226,230,583.2,32,5
8,48,70,170,1244,230,583.2,32,5
7,49,70,150,1259,230,583.2,32,5
7,49,80,160,1277,230,583.2,32,5
7,49,90,170,1295,230,583.2,32,5
6,50,90,150,1310,230,583.2,32,5
6,50,110,170,1325,230,583.2,32,5
6,50,120,180,1352,230,583.2,32,5
5,51,130,170,1386,230,583.2,32,5
5,51,130,170,1408,230,583.2,32,5
5,51,140,180,1421,230,583.2,32,5
4,52,140,160,1441,230,583.2,32,5
4,52,140,160,1461,230,583.2,32,5
4,52,150,170,1472,230,583.2,32,5
3,53,160,170,1492,230,583.2,32,5
3,53,160,170,1511,230,583.2,32,5
2,54,170,170,1523,230,583.2,32,5
2,54,180,180,1543,230,583.2,32,5
2,54,190,190,1563,230,583.2,32,5
2,54,190,190,1574,230,583.2,32,5
1,55,200,190,1594,230,583.2,32,5
1,55,210,200,1614,230,583.2,32,5
1,55,220,210,1625,230,583.2,32,5
0,56,220,200,1645,230,583.2,32,5
0,56,230,210,1665,230,583.2,32,5
0,56,230,210,1676,230,583.2,32,5
25,31,10,330,1,10,156.8,32,6
24,32,10,310,9,10,156.8,32,6
24,32,30,400,10,10,156.8,32,6
23,33,30,380,29,10,156.8,32,6
23,33,20,340,36,10,156.8,32,6
23,33,30,380,55,10,156.8,32,6
23,33,10,300,71,10,156.8,32,6
22,34,10,280,86,10,156.8,32,6
22,34,10,280,105,10,156.8,32,6
21,35,10,270,124,10,156.8,32,6
21,35,10,270,137,10,156.8,32,6
21,35,10,270,156,10,156.8,32,6
21,35,10,270,174,10,156.8,32,6
20,36,10,250,188,10,156.8,32,6
20,36,10,250,207,10,156.8,32,6
20,36,10,250,225,10,156.8,32,6
19,37,10,240,239,10,156.8,32,6
19,37,10,240,258,10,156.8,32,6
19,37,10,240,276,10,156.8,32,6
18,38,10,220,290,10,156.8,32,6
18,38,10,220,309,10,156.8,32,6
18,38,10,220,327,10,156.8,32,6
17,39,10,210,341,10,156.8,32,6
17,39,10,210,359,10,156.8,32,6
17,39,10,210,377,10,156.8,32,6
16,40,10,190,392,10,156.8,32,6
16,40,10,190,410,10,156.8,32,6
15,41,10,180,423,10,156.8,32,6
15,41,10,180,437,10,156.8,32,6
15,41,10,180,443,10,156.8,32,6
15,41,10,180,460,10,156.8,32,6
15,41,10,180,478,10,156.8,32,6
14,42,10,160,494,10,156.8,32,6
14,42,10,160,512,10,156.8,32,6
14,42,10,160,530,10,156.8,32,6
13,43,10,140,545,10,156.8,32,6
13,43,10,140,563,10,156.8,32,6
13,43,10,140,581,10,156.8,32,6
12,44,10,130,596,10,156.8,32,6
12,44,10,130,614,10,156.8,32,6
12,44,10,130,632,10,156.8,32,6
11,45,10,110,647,10,156.8,32,6
11,45,10,110,665,10,156.8,32,6
11,45,10,110,683,10,156.8,32,6
10,46,10,100,698,10,156.8,32,6
10,46,10,100,716,10,156.8,32,6
9,47,10,80,734,10,156.8,32,6
9,47,10,80,749,10,156.8,32,6
34,22,10,450,1,280,734.3,32,7
33,23,10,440,9,280,734.3,32,7
33,23,10,440,10,280,734.3,32,7
33,23,10,440,29,280,734.3,32,7
32,24,10,430,36,280,734.3,32,7
32,24,20,470,55,280,734.3,32,7
32,24,10,430,71,280,734.3,32,7
31,25,10,410,86,280,734.3,32,7
31,25,10,410,105,280,734.3,32,7
31,25,10,410,124,280,734.3,32,7
30,26,10,400,137,280,734.3,32,7
30,26,10,400,156,280,734.3,32,7
30,26,10,400,174,280,734.3,32,7
29,27,10,380,188,280,734.3,32,7
29,27,10,380,207,280,734.3,32,7
29,27,10,380,225,280,734.3,32,7
28,28,10,370,239,280,734.3,32,7
28,28,10,370,258,280,734.3,32,7
28,28,10,370,276,280,734.3,32,7
27,29,10,350,290,280,734.3,32,7
27,29,10,350,309,280,734.3,32,7
27,29,10,350,327,280,734.3,32,7
26,30,10,340,341,280,734.3,32,7
26,30,10,340,359,280,734.3,32,7
26,30,10,340,377,280,734.3,32,7
25,31,10,330,392,280,734.3,32,7
25,31,10,330,410,280,734.3,32,7
25,31,10,330,423,280,734.3,32,7
25,31,10,330,437,280,734.3,32,7
24,32,10,310,443,280,734.3,32,7
24,32,10,310,460,280,734.3,32,7
24,32,10,310,478,280,734.3,32,7
23,33,10,300,494,280,734.3,32,7
23,33,10,300,512,280,734.3,32,7
23,33,10,300,530,280,734.3,32,7
22,34,10,280,545,280,734.3,32,7
22,34,10,280,563,280,734.3,32,7
22,34,10,280,581,280,734.3,32,7
21,35,10,270,596,280,734.3,32,7
21,35,10,270,614,280,734.3,32,7
21,35,10,270,632,280,734.3,32,7
20,36,10,250,647,280,734.3,32,7
20,36,10,250,665,280,734.3,32,7
20,36,10,250,683,280,734.3,32,7
19,37,10,240,698,280,734.3,32,7
19,37,20,280,716,280,734.3,32,7
19,37,20,280,734,280,734.3,32,7
18,38,20,270,749,280,734.3,32,7
18,38,30,310,767,280,734.3,32,7
18,38,30,310,785,280,734.3,32,7
17,39,30,290,800,280,734.3,32,7
17,39,40,320,818,280,734.3,32,7
17,39,40,320,836,280,734.3,32,7
16,40,50,310,851,280,734.3,32,7
15,41,50,300,854,280,734.3,32,7
15,41,60,310,872,280,734.3,32,7
15,41,70,320,890,280,734.3,32,7
14,42,60,290,902,280,734.3,32,7
14,42,80,310,920,280,734.3,32,7
14,42,80,310,938,280,734.3,32,7
13,43,80,290,953,280,734.3,32,7
13,43,90,300,971,280,734.3,32,7
13,43,90,300,989,280,734.3,32,7
12,44,100,290,1004,280,734.3,32,7
12,44,100,290,1022,280,734.3,32,7
12,44,100,290,1040,280,734.3,32,7
11,45,110,270,1055,280,734.3,32,7
11,45,110,270,1073,280,734.3,32,7
11,45,110,270,1091,280,734.3,32,7
10,46,130,270,1106,280,734.3,32,7
10,46,140,280,1124,280,734.3,32,7
10,46,140,280,1142,280,734.3,32,7
9,47,160,280,1157,280,734.3,32,7
9,47,170,290,1175,280,734.3,32,7
9,47,170,290,1193,280,734.3,32,7
8,48,180,280,1208,280,734.3,32,7
8,48,190,280,1226,280,734.3,32,7
8,48,190,280,1244,280,734.3,32,7
7,49,190,260,1259,280,734.3,32,7
7,49,200,270,1277,280,734.3,32,7
7,49,200,270,1295,280,734.3,32,7
6,50,210,270,1310,280,734.3,32,7
6,50,210,270,1325,280,734.3,32,7
6,50,210,270,1352,280,734.3,32,7
5,51,220,260,1386,280,734.3,32,7
5,51,220,260,1408,280,734.3,32,7
5,51,230,270,1421,280,734.3,32,7
4,52,230,260,1441,280,734.3,32,7
4,52,240,270,1461,280,734.3,32,7
4,52,230,260,1472,280,734.3,32,7
3,53,230,250,1492,280,734.3,32,7
3,53,230,250,1511,280,734.3,32,7
2,54,250,250,1523,280,734.3,32,7
2,54,250,250,1543,280,734.3,32,7
2,54,250,250,1563,280,734.3,32,7
2,54,250,250,1574,280,734.3,32,7
1,55,260,250,1594,280,734.3,32,7
1,55,260,250,1614,280,734.3,32,7
1,55,270,260,1625,280,734.3,32,7
0,56,280,260,1645,280,734.3,32,7
0,56,270,250,1665,280,734.3,32,7
0,56,270,250,1676,280,734.3,32,7
25,31,10,330,1,7,69.5,32,8
24,32,10,310,9,7,69.5,32,8
24,32,30,400,10,7,69.5,32,8
23,33,50,440,29,7,69.5,32,8
23,33,20,340,36,7,69.5,32,8
23,33,70,480,55,7,69.5,32,8
23,33,10,300,71,7,69.5,32,8
22,34,10,280,86,7,69.5,32,8
22,34,10,280,105,7,69.5,32,8
21,35,10,270,124,7,69.5,32,8
21,35,10,270,137,7,69.5,32,8
21,35,10,270,156,7,69.5,32,8
21,35,10,270,174,7,69.5,32,8
20,36,10,250,188,7,69.5,32,8
20,36,10,250,207,7,69.5,32,8
20,36,10,250,225,7,69.5,32,8
19,37,10,240,239,7,69.5,32,8
19,37,10,240,258,7,69.5,32,8
19,37,10,240,276,7,69.5,32,8
18,38,10,220,290,7,69.5,32,8
18,38,10,220,309,7,69.5,32,8
18,38,10,220,327,7,69.5,32,8
17,39,10,210,341,7,69.5,32,8
17,39,10,210,359,7,69.5,32,8
17,39,10,210,377,7,69.5,32,8
16,40,10,190,392,7,69.5,32,8
34,22,10,450,1,110,277.1,32,9
33,23,10,440,9,110,277.1,32,9
33,23,10,440,10,110,277.1,32,9
33,23,10,440,29,110,277.1,32,9
32,24,10,430,36,110,277.1,32,9
32,24,10,430,55,110,277.1,32,9
32,24,10,430,71,110,277.1,32,9
31,25,10,410,86,110,277.1,32,9
31,25,10,410,105,110,277.1,32,9
31,25,10,410,124,110,277.1,32,9
30,26,10,400,137,110,277.1,32,9
30,26,10,400,156,110,277.1,32,9
30,26,10,400,174,110,277.1,32,9
29,27,10,380,188,110,277.1,32,9
29,27,10,380,207,110,277.1,32,9
29,27,10,380,225,110,277.1,32,9
28,28,10,370,239,110,277.1,32,9
28,28,10,370,258,110,277.1,32,9
28,28,10,370,276,110,277.1,32,9
27,29,10,350,290,110,277.1,32,9
27,29,10,350,309,110,277.1,32,9
27,29,10,350,327,110,277.1,32,9
26,30,10,340,341,110,277.1,32,9
26,30,10,340,359,110,277.1,32,9
26,30,10,340,377,110,277.1,32,9
25,31,10,330,392,110,277.1,32,9
25,31,10,330,410,110,277.1,32,9
25,31,10,330,423,110,277.1,32,9
25,31,10,330,437,110,277.1,32,9
24,32,10,310,443,110,277.1,32,9
24,32,10,310,460,110,277.1,32,9
24,32,10,310,478,110,277.1,32,9
23,33,10,300,494,110,277.1,32,9
23,33,10,300,512,110,277.1,32,9
23,33,10,300,530,110,277.1,32,9
22,34,10,280,545,110,277.1,32,9
22,34,10,280,563,110,277.1,32,9
22,34,10,280,581,110,277.1,32,9
21,35,10,270,596,110,277.1,32,9
21,35,10,270,614,110,277.1,32,9
21,35,10,270,632,110,277.1,32,9
20,36,10,250,647,110,277.1,32,9
20,36,10,250,665,110,277.1,32,9
20,36,10,250,683,110,277.1,32,9
19,37,10,240,698,110,277.1,32,9
19,37,10,240,716,110,277.1,32,9
19,37,10,240,734,110,277.1,32,9
18,38,10,220,749,110,277.1,32,9
18,38,10,220,767,110,277.1,32,9
18,38,10,220,785,110,277.1,32,9
17,39,10,210,800,110,277.1,32,9
17,39,10,210,818,110,277.1,32,9
17,39,10,210,836,110,277.1,32,9
16,40,10,190,851,110,277.1,32,9
15,41,10,180,854,110,277.1,32,9
15,41,10,180,872,110,277.1,32,9
15,41,10,180,890,110,277.1,32,9
14,42,10,160,902,110,277.1,32,9
14,42,10,160,920,110,277.1,32,9
14,42,10,160,938,110,277.1,32,9
13,43,10,140,953,110,277.1,32,9
13,43,10,140,971,110,277.1,32,9
13,43,10,140,989,110,277.1,32,9
12,44,10,130,1004,110,277.1,32,9
12,44,10,130,1022,110,277.1,32,9
12,44,10,130,1040,110,277.1,32,9
11,45,10,110,1055,110,277.1,32,9
11,45,10,110,1073,110,277.1,32,9
11,45,10,110,1091,110,277.1,32,9
10,46,10,100,1106,110,277.1,32,9
10,46,10,100,1124,110,277.1,32,9
10,46,10,100,1142,110,277.1,32,9
9,47,10,80,1157,110,277.1,32,9
9,47,10,80,1175,110,277.1,32,9
9,47,20,120,1193,110,277.1,32,9
8,48,10,70,1208,110,277.1,32,9
8,48,20,100,1226,110,277.1,32,9
8,48,20,100,1244,110,277.1,32,9
7,49,20,80,1259,110,277.1,32,9
7,49,30,110,1277,110,277.1,32,9
7,49,30,110,1295,110,277.1,32,9
6,50,30,90,1310,110,277.1,32,9
6,50,30,90,1325,110,277.1,32,9
6,50,40,100,1352,110,277.1,32,9
5,51,40,80,1386,110,277.1,32,9
5,51,40,80,1408,110,277.1,32,9
5,51,50,90,1421,110,277.1,32,9
4,52,50,70,1441,110,277.1,32,9
4,52,60,80,1461,110,277.1,32,9
4,52,60,80,1472,110,277.1,32,9
3,53,80,80,1492,110,277.1,32,9
3,53,80,80,1511,110,277.1,32,9
2,54,90,80,1523,110,277.1,32,9
2,54,80,70,1543,110,277.1,32,9
2,54,80,70,1563,110,277.1,32,9
2,54,80,70,1574,110,277.1,32,9
1,55,90,70,1594,110,277.1,32,9
1,55,100,80,1614,110,277.1,32,9
1,55,110,90,1625,110,277.1,32,9
0,56,130,100,1645,110,277.1,32,9
0,56,130,100,1665,110,277.1,32,9
0,56,140,110,1676,110,277.1,32,9
28,28,10,370,1,110,132,32,10
27,29,10,350,9,110,132,32,10
27,29,10,350,10,110,132,32,10
26,30,10,340,29,110,132,32,10
26,30,10,340,36,110,132,32,10
26,30,10,340,55,110,132,32,10
25,31,10,330,71,110,132,32,10
25,31,10,330,86,110,132,32,10
25,31,10,330,105,110,132,32,10
24,32,10,310,124,110,132,32,10
24,32,10,310,137,110,132,32,10
24,32,10,310,156,110,132,32,10
23,33,10,300,174,110,132,32,10
23,33,10,300,188,110,132,32,10
23,33,10,300,207,110,132,32,10
22,34,10,280,225,110,132,32,10
22,34,10,280,239,110,132,32,10
22,34,10,280,258,110,132,32,10
21,35,10,270,276,110,132,32,10
21,35,10,270,290,110,132,32,10
21,35,10,270,309,110,132,32,10
20,36,10,250,327,110,132,32,10
20,36,10,250,341,110,132,32,10
20,36,10,250,359,110,132,32,10
19,37,10,240,377,110,132,32,10
19,37,10,240,392,110,132,32,10
19,37,10,240,410,110,132,32,10
18,38,10,220,423,110,132,32,10
18,38,10,220,437,110,132,32,10
18,38,10,220,443,110,132,32,10
18,38,10,220,460,110,132,32,10
17,39,10,210,478,110,132,32,10
17,39,10,210,494,110,132,32,10
17,39,10,210,512,110,132,32,10
16,40,10,190,530,110,132,32,10
16,40,10,190,545,110,132,32,10
16,40,10,190,563,110,132,32,10
15,41,10,180,581,110,132,32,10
15,41,10,180,596,110,132,32,10
15,41,10,180,614,110,132,32,10
14,42,10,160,632,110,132,32,10
14,42,10,160,647,110,132,32,10
14,42,10,160,665,110,132,32,10
13,43,10,140,683,110,132,32,10
13,43,10,140,698,110,132,32,10
13,43,10,140,716,110,132,32,10
12,44,10,130,734,110,132,32,10
12,44,10,130,749,110,132,32,10
12,44,10,130,767,110,132,32,10
11,45,10,110,785,110,132,32,10
11,45,10,110,800,110,132,32,10
11,45,10,110,818,110,132,32,10
10,46,10,100,836,110,132,32,10
10,46,10,100,851,110,132,32,10
9,47,10,80,854,110,132,32,10
9,47,10,80,872,110,132,32,10
8,48,10,70,890,110,132,32,10
8,48,10,70,902,110,132,32,10
8,48,20,100,920,110,132,32,10
7,49,20,80,938,110,132,32,10
7,49,20,80,953,110,132,32,10
7,49,20,80,971,110,132,32,10
6,50,30,90,989,110,132,32,10
6,50,30,90,1004,110,132,32,10
6,50,40,100,1022,110,132,32,10
5,51,40,80,1040,110,132,32,10
5,51,40,80,1055,110,132,32,10
5,51,50,90,1073,110,132,32,10
4,52,50,70,1091,110,132,32,10
4,52,70,90,1106,110,132,32,10
4,52,70,90,1124,110,132,32,10
3,53,80,80,1142,110,132,32,10
3,53,100,100,1157,110,132,32,10
3,53,110,110,1175,110,132,32,10
2,54,110,100,1193,110,132,32,10
2,54,130,120,1208,110,132,32,10
2,54,140,130,1226,110,132,32,10
1,55,150,130,1244,110,132,32,10
1,55,150,130,1259,110,132,32,10
1,55,160,140,1277,110,132,32,10
0,56,160,130,1295,110,132,32,10
0,56,170,140,1310,110,132,32,10
34,22,10,450,1,190,549.6,32,11
33,23,10,440,9,190,549.6,32,11
33,23,20,480,10,190,549.6,32,11
33,23,30,520,29,190,549.6,32,11
32,24,10,430,36,190,549.6,32,11
32,24,40,550,55,190,549.6,32,11
32,24,10,430,71,190,549.6,32,11
31,25,10,410,86,190,549.6,32,11
31,25,10,410,105,190,549.6,32,11
31,25,10,410,124,190,549.6,32,11
30,26,10,400,137,190,549.6,32,11
30,26,10,400,156,190,549.6,32,11
30,26,10,400,174,190,549.6,32,11
29,27,10,380,188,190,549.6,32,11
29,27,10,380,207,190,549.6,32,11
29,27,10,380,225,190,549.6,32,11
28,28,10,370,239,190,549.6,32,11
28,28,10,370,258,190,549.6,32,11
28,28,10,370,276,190,549.6,32,11
27,29,10,350,290,190,549.6,32,11
27,29,10,350,309,190,549.6,32,11
27,29,10,350,327,190,549.6,32,11
26,30,10,340,341,190,549.6,32,11
26,30,10,340,359,190,549.6,32,11
26,30,10,340,377,190,549.6,32,11
25,31,10,330,392,190,549.6,32,11
25,31,10,330,410,190,549.6,32,11
25,31,10,330,423,190,549.6,32,11
25,31,10,330,437,190,549.6,32,11
24,32,10,310,443,190,549.6,32,11
24,32,10,310,460,190,549.6,32,11
24,32,10,310,478,190,549.6,32,11
23,33,10,300,494,190,549.6,32,11
23,33,10,300,512,190,549.6,32,11
23,33,10,300,530,190,549.6,32,11
22,34,10,280,545,190,549.6,32,11
22,34,10,280,563,190,549.6,32,11
22,34,10,280,581,190,549.6,32,11
21,35,10,270,596,190,549.6,32,11
21,35,10,270,614,190,549.6,32,11
21,35,10,270,632,190,549.6,32,11
20,36,10,250,647,190,549.6,32,11
20,36,10,250,665,190,549.6,32,11
20,36,10,250,683,190,549.6,32,11
19,37,10,240,698,190,549.6,32,11
19,37,10,240,716,190,549.6,32,11
19,37,10,240,734,190,549.6,32,11
18,38,10,220,749,190,549.6,32,11
18,38,10,220,767,190,549.6,32,11
18,38,10,220,785,190,549.6,32,11
17,39,10,210,800,190,549.6,32,11
17,39,10,210,818,190,549.6,32,11
17,39,10,210,836,190,549.6,32,11
16,40,10,190,851,190,549.6,32,11
15,41,10,180,854,190,549.6,32,11
15,41,10,180,872,190,549.6,32,11
15,41,10,180,890,190,549.6,32,11
14,42,10,160,902,190,549.6,32,11
14,42,10,160,920,190,549.6,32,11
14,42,10,160,938,190,549.6,32,11
13,43,10,140,953,190,549.6,32,11
13,43,10,140,971,190,549.6,32,11
13,43,10,140,989,190,549.6,32,11
12,44,10,130,1004,190,549.6,32,11
12,44,10,130,1022,190,549.6,32,11
12,44,20,170,1040,190,549.6,32,11
11,45,20,160,1055,190,549.6,32,11
11,45,30,190,1073,190,549.6,32,11
11,45,30,190,1091,190,549.6,32,11
10,46,40,180,1106,190,549.6,32,11
10,46,50,190,1124,190,549.6,32,11
10,46,50,190,1142,190,549.6,32,11
9,47,60,180,1157,190,549.6,32,11
9,47,70,190,1175,190,549.6,32,11
9,47,70,190,1193,190,549.6,32,11
8,48,80,180,1208,190,549.6,32,11
8,48,100,200,1226,190,549.6,32,11
8,48,100,200,1244,190,549.6,32,11
7,49,110,190,1259,190,549.6,32,11
7,49,120,200,1277,190,549.6,32,11
7,49,130,210,1295,190,549.6,32,11
6,50,140,200,1310,190,549.6,32,11
6,50,150,210,1325,190,549.6,32,11
6,50,150,210,1352,190,549.6,32,11
5,51,160,200,1386,190,549.6,32,11
5,51,160,200,1408,190,549.6,32,11
5,51,170,210,1421,190,549.6,32,11
4,52,180,200,1441,190,549.6,32,11
4,52,190,210,1461,190,549.6,32,11
4,52,200,230,1472,190,549.6,32,11
3,53,200,210,1492,190,549.6,32,11
3,53,200,210,1511,190,549.6,32,11
2,54,210,210,1523,190,549.6,32,11
2,54,200,200,1543,190,549.6,32,11
2,54,200,200,1563,190,549.6,32,11
2,54,210,210,1574,190,549.6,32,11
1,55,210,200,1594,190,549.6,32,11
1,55,220,210,1614,190,549.6,32,11
1,55,240,230,1625,190,549.6,32,11
0,56,240,220,1645,190,549.6,32,11
0,56,250,230,1665,190,549.6,32,11
0,56,250,230,1676,190,549.6,32,11
27,29,10,350,1,100,120,32,12
27,29,10,350,9,100,120,32,12
26,30,60,510,10,100,120,32,12
26,30,70,530,29,100,120,32,12
26,30,40,460,36,100,120,32,12
25,31,80,530,55,100,120,32,12
25,31,10,330,71,100,120,32,12
25,31,10,330,86,100,120,32,12
24,32,10,310,105,100,120,32,12
24,32,10,310,124,100,120,32,12
24,32,10,310,137,100,120,32,12
23,33,10,300,156,100,120,32,12
23,33,10,300,174,100,120,32,12
23,33,10,300,188,100,120,32,12
22,34,10,280,207,100,120,32,12
22,34,10,280,225,100,120,32,12
22,34,10,280,239,100,120,32,12
21,35,10,270,258,100,120,32,12
21,35,10,270,276,100,120,32,12
21,35,10,270,290,100,120,32,12
20,36,10,250,309,100,120,32,12
20,36,10,250,327,100,120,32,12
20,36,10,250,341,100,120,32,12
19,37,10,240,359,100,120,32,12
19,37,10,240,377,100,120,32,12
19,37,10,240,392,100,120,32,12
18,38,10,220,410,100,120,32,12
18,38,10,220,423,100,120,32,12
18,38,10,220,437,100,120,32,12
18,38,10,220,443,100,120,32,12
17,39,10,210,460,100,120,32,12
17,39,10,210,478,100,120,32,12
17,39,10,210,494,100,120,32,12
16,40,10,190,512,100,120,32,12
16,40,10,190,530,100,120,32,12
16,40,10,190,545,100,120,32,12
15,41,10,180,563,100,120,32,12
15,41,10,180,581,100,120,32,12
15,41,10,180,596,100,120,32,12
14,42,10,160,614,100,120,32,12
14,42,10,160,632,100,120,32,12
14,42,10,160,647,100,120,32,12
13,43,10,140,665,100,120,32,12
13,43,10,140,683,100,120,32,12
12,44,10,130,698,100,120,32,12
12,44,10,130,716,100,120,32,12
12,44,10,130,734,100,120,32,12
12,44,10,130,749,100,120,32,12
11,45,20,160,767,100,120,32,12
11,45,20,160,785,100,120,32,12
11,45,20,160,800,100,120,32,12
10,46,20,140,818,100,120,32,12
10,46,20,140,836,100,120,32,12
9,47,20,120,851,100,120,32,12
8,48,30,130,854,100,120,32,12
8,48,40,140,872,100,120,32,12
