,DTH,HAS,current_yield,date,future_yield,image_num,name,pos,target_dry,target_fresh,tray
5600,10,46,10,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_3-2_817.png,p-12,70,87.5,34
5682,17,39,30,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_3-3_817.png,p-13,260,344.7,34
5784,6,50,20,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_3-4_817.png,p-14,50,58.3,34
5848,17,39,20,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_3-5_817.png,p-15,340,439.8,34
5950,14,42,10,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_4-1_817.png,p-16,160,213,34
6043,17,39,10,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_4-2_817.png,p-17,220,295.6,34
6193,17,39,40,2015-12-31:13-11-28,1,817,PSI_Tray034_2015-12-31--13-11-28_top_4-4_817.png,p-19,320,422.1,34
1384,17,39,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_1-1_836.png,p-1,270,674.3,32
1486,7,49,20,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_1-2_836.png,p-2,50,59,32
1550,17,39,20,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_1-3_836.png,p-3,260,738.5,32
1652,14,42,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_1-4_836.png,p-4,160,209,32
1745,17,39,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_1-5_836.png,p-5,230,583.2,32
1895,17,39,40,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_2-2_836.png,p-7,280,734.3,32
2023,17,39,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_2-4_836.png,p-9,110,277.1,32
2125,10,46,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_2-5_836.png,p-10,110,132,32
2207,17,39,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_3-1_836.png,p-11,190,549.6,32
2309,10,46,20,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_3-2_836.png,p-12,100,120,32
2391,17,39,20,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_3-3_836.png,p-13,250,637.4,32
2493,9,47,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_3-4_836.png,p-14,30,40,32
2557,17,39,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_3-5_836.png,p-15,250,637.2,32
2659,14,42,10,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_4-1_836.png,p-16,130,176,32
2752,17,39,30,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_4-2_836.png,p-17,270,688.8,32
2902,17,39,30,2015-12-31:17-17-11,1,836,PSI_Tray032_2015-12-31--17-17-11_top_4-4_836.png,p-19,320,727.2,32
3030,17,39,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_1-1_836.png,p-1,280,752.3,33
3132,6,50,20,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_1-2_836.png,p-2,50,64.3,33
3196,17,39,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_1-3_836.png,p-3,290,803.4,33
3298,14,42,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_1-4_836.png,p-4,150,193,33
3391,17,39,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_1-5_836.png,p-5,270,680.4,33
3541,17,39,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_2-2_836.png,p-7,230,639.3,33
3669,17,39,40,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_2-4_836.png,p-9,320,820.8,33
3771,10,46,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_2-5_836.png,p-10,90,118,33
3853,17,39,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_3-1_836.png,p-11,220,576.5,33
3955,10,46,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_3-2_836.png,p-12,100,133.4,33
4037,17,39,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_3-3_836.png,p-13,260,713.7,33
4139,8,48,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_3-4_836.png,p-14,40,58.4,33
4203,17,39,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_3-5_836.png,p-15,320,729.6,33
4305,14,42,10,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_4-1_836.png,p-16,120,157,33
4398,17,39,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_4-2_836.png,p-17,280,701.6,33
4548,17,39,30,2015-12-31:17-18-05,1,836,PSI_Tray033_2015-12-31--17-18-05_top_4-4_836.png,p-19,290,804.2,33
4676,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_1-1_835.png,p-1,170,235.3,34
4778,9,47,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_1-2_835.png,p-2,30,38.8,34
4842,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_1-3_835.png,p-3,130,182.6,34
4944,14,42,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_1-4_835.png,p-4,150,184,34
5037,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_1-5_835.png,p-5,200,262.8,34
5187,17,39,20,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_2-2_835.png,p-7,240,317.5,34
5315,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_2-4_835.png,p-9,220,288.7,34
5417,10,46,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_2-5_835.png,p-10,70,88.6,34
5499,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_3-1_835.png,p-11,180,243.7,34
5601,10,46,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_3-2_835.png,p-12,70,87.5,34
5683,17,39,30,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_3-3_835.png,p-13,260,344.7,34
5785,6,50,20,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_3-4_835.png,p-14,50,58.3,34
5849,17,39,20,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_3-5_835.png,p-15,340,439.8,34
5951,14,42,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_4-1_835.png,p-16,160,213,34
6044,17,39,10,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_4-2_835.png,p-17,220,295.6,34
6194,17,39,40,2015-12-31:17-18-59,1,835,PSI_Tray034_2015-12-31--17-18-59_top_4-4_835.png,p-19,320,422.1,34
47,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_1-1_562.png,p-1,220,266,31
126,10,46,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_1-2_562.png,p-2,40,51.3,31
182,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_1-3_562.png,p-3,210,270.6,31
261,13,43,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_1-4_562.png,p-4,180,232,31
337,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_1-5_562.png,p-5,290,362.8,31
459,16,40,20,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_2-2_562.png,p-7,270,345.5,31
561,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_2-4_562.png,p-9,210,271.5,31
640,10,46,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_2-5_562.png,p-10,100,118,31
713,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_3-1_562.png,p-11,200,258.5,31
792,10,46,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_3-2_562.png,p-12,70,79,31
865,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_3-3_562.png,p-13,180,229.5,31
944,13,43,40,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_3-4_562.png,p-14,50,63.9,31
1000,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_3-5_562.png,p-15,180,231.8,31
1079,13,43,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_4-1_562.png,p-16,120,165,31
1155,16,40,30,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_4-2_562.png,p-17,330,414.8,31
1277,16,40,10,2015-12-31:17-57-44,1,559,PSI_Tray031_2015-12-31--17-57-44_top_4-4_562.png,p-19,140,172,31
48,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_1-1_574.png,p-1,220,266,31
127,9,47,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_1-2_574.png,p-2,40,51.3,31
183,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_1-3_574.png,p-3,210,270.6,31
262,13,43,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_1-4_574.png,p-4,180,232,31
338,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_1-5_574.png,p-5,290,362.8,31
460,16,40,30,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_2-2_574.png,p-7,270,345.5,31
562,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_2-4_574.png,p-9,210,271.5,31
641,9,47,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_2-5_574.png,p-10,100,118,31
714,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_3-1_574.png,p-11,200,258.5,31
793,9,47,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_3-2_574.png,p-12,70,79,31
866,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_3-3_574.png,p-13,180,229.5,31
945,13,43,40,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_3-4_574.png,p-14,50,63.9,31
1001,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_3-5_574.png,p-15,180,231.8,31
1080,13,43,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_4-1_574.png,p-16,120,165,31
1156,16,40,40,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_4-2_574.png,p-17,330,414.8,31
1278,16,40,10,2016-01-01:09-34-15,1,571,PSI_Tray031_2016-01-01--09-34-15_top_4-4_574.png,p-19,140,172,31
1385,16,40,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_1-1_851.png,p-1,270,674.3,32
1487,6,50,20,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_1-2_851.png,p-2,50,59,32
1551,16,40,20,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_1-3_851.png,p-3,260,738.5,32
1653,14,42,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_1-4_851.png,p-4,160,209,32
1746,16,40,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_1-5_851.png,p-5,230,583.2,32
1896,16,40,50,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_2-2_851.png,p-7,280,734.3,32
2024,16,40,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_2-4_851.png,p-9,110,277.1,32
2126,10,46,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_2-5_851.png,p-10,110,132,32
2208,16,40,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_3-1_851.png,p-11,190,549.6,32
2310,9,47,20,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_3-2_851.png,p-12,100,120,32
2392,16,40,30,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_3-3_851.png,p-13,250,637.4,32
2494,8,48,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_3-4_851.png,p-14,30,40,32
2558,16,40,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_3-5_851.png,p-15,250,637.2,32
2660,14,42,10,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_4-1_851.png,p-16,130,176,32
2753,16,40,40,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_4-2_851.png,p-17,270,688.8,32
2903,16,40,40,2016-01-01:09-35-07,1,851,PSI_Tray032_2016-01-01--09-35-07_top_4-4_851.png,p-19,320,727.2,32
3031,16,40,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_1-1_851.png,p-1,280,752.3,33
3133,6,50,20,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_1-2_851.png,p-2,50,64.3,33
3197,16,40,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_1-3_851.png,p-3,290,803.4,33
3299,14,42,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_1-4_851.png,p-4,150,193,33
3392,16,40,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_1-5_851.png,p-5,270,680.4,33
3542,16,40,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_2-2_851.png,p-7,230,639.3,33
3670,16,40,40,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_2-4_851.png,p-9,320,820.8,33
3772,9,47,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_2-5_851.png,p-10,90,118,33
3854,16,40,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_3-1_851.png,p-11,220,576.5,33
3956,9,47,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_3-2_851.png,p-12,100,133.4,33
4038,16,40,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_3-3_851.png,p-13,260,713.7,33
4140,7,49,40,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_3-4_851.png,p-14,40,58.4,33
4204,16,40,20,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_3-5_851.png,p-15,320,729.6,33
4306,14,42,10,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_4-1_851.png,p-16,120,157,33
4399,16,40,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_4-2_851.png,p-17,280,701.6,33
4549,16,40,30,2016-01-01:09-35-57,1,851,PSI_Tray033_2016-01-01--09-35-57_top_4-4_851.png,p-19,290,804.2,33
4677,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_1-1_850.png,p-1,170,235.3,34
4779,8,48,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_1-2_850.png,p-2,30,38.8,34
4843,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_1-3_850.png,p-3,130,182.6,34
4945,14,42,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_1-4_850.png,p-4,150,184,34
5038,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_1-5_850.png,p-5,200,262.8,34
5188,16,40,20,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_2-2_850.png,p-7,240,317.5,34
5316,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_2-4_850.png,p-9,220,288.7,34
5418,9,47,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_2-5_850.png,p-10,70,88.6,34
5500,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_3-1_850.png,p-11,180,243.7,34
5602,9,47,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_3-2_850.png,p-12,70,87.5,34
5684,16,40,30,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_3-3_850.png,p-13,260,344.7,34
5786,5,51,30,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_3-4_850.png,p-14,50,58.3,34
5850,16,40,20,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_3-5_850.png,p-15,340,439.8,34
5952,14,42,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_4-1_850.png,p-16,160,213,34
6045,16,40,10,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_4-2_850.png,p-17,220,295.6,34
6195,16,40,40,2016-01-01:09-36-48,1,850,PSI_Tray034_2016-01-01--09-36-48_top_4-4_850.png,p-19,320,422.1,34
1386,15,41,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_1-1_854.png,p-1,270,674.3,32
1488,5,51,20,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_1-2_854.png,p-2,50,59,32
1552,15,41,20,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_1-3_854.png,p-3,260,738.5,32
1654,13,43,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_1-4_854.png,p-4,160,209,32
1747,15,41,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_1-5_854.png,p-5,230,583.2,32
1897,15,41,50,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_2-2_854.png,p-7,280,734.3,32
2025,15,41,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_2-4_854.png,p-9,110,277.1,32
2127,9,47,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_2-5_854.png,p-10,110,132,32
2209,15,41,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_3-1_854.png,p-11,190,549.6,32
2311,8,48,30,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_3-2_854.png,p-12,100,120,32
2393,15,41,30,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_3-3_854.png,p-13,250,637.4,32
2495,7,49,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_3-4_854.png,p-14,30,40,32
2559,15,41,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_3-5_854.png,p-15,250,637.2,32
2661,13,43,10,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_4-1_854.png,p-16,130,176,32
2754,15,41,40,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_4-2_854.png,p-17,270,688.8,32
2904,15,41,40,2016-01-02:09-49-17,1,854,PSI_Tray032_2016-01-02--09-49-17_top_4-4_854.png,p-19,320,727.2,32
3032,15,41,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_1-1_854.png,p-1,280,752.3,33
3134,5,51,30,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_1-2_854.png,p-2,50,64.3,33
3198,15,41,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_1-3_854.png,p-3,290,803.4,33
3300,13,43,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_1-4_854.png,p-4,150,193,33
3393,15,41,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_1-5_854.png,p-5,270,680.4,33
3543,15,41,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_2-2_854.png,p-7,230,639.3,33
3671,15,41,50,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_2-4_854.png,p-9,320,820.8,33
3773,8,48,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_2-5_854.png,p-10,90,118,33
3855,15,41,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_3-1_854.png,p-11,220,576.5,33
3957,8,48,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_3-2_854.png,p-12,100,133.4,33
4039,15,41,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_3-3_854.png,p-13,260,713.7,33
4141,6,50,50,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_3-4_854.png,p-14,40,58.4,33
4205,15,41,30,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_3-5_854.png,p-15,320,729.6,33
4307,13,43,10,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_4-1_854.png,p-16,120,157,33
4400,15,41,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_4-2_854.png,p-17,280,701.6,33
4550,15,41,40,2016-01-02:09-50-09,1,854,PSI_Tray033_2016-01-02--09-50-09_top_4-4_854.png,p-19,290,804.2,33
4678,15,41,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_1-1_853.png,p-1,170,235.3,34
4780,7,49,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_1-2_853.png,p-2,30,38.8,34
4844,15,41,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_1-3_853.png,p-3,130,182.6,34
4946,13,43,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_1-4_853.png,p-4,150,184,34
5039,15,41,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_1-5_853.png,p-5,200,262.8,34
5189,15,41,30,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_2-2_853.png,p-7,240,317.5,34
5317,15,41,20,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_2-4_853.png,p-9,220,288.7,34
5419,8,48,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_2-5_853.png,p-10,70,88.6,34
5501,15,41,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_3-1_853.png,p-11,180,243.7,34
5603,8,48,20,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_3-2_853.png,p-12,70,87.5,34
5685,15,41,40,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_3-3_853.png,p-13,260,344.7,34
5787,4,52,40,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_3-4_853.png,p-14,50,58.3,34
5851,15,41,30,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_3-5_853.png,p-15,340,439.8,34
5953,13,43,10,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_4-1_853.png,p-16,160,213,34
6046,15,41,20,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_4-2_853.png,p-17,220,295.6,34
6196,15,41,50,2016-01-02:09-51-00,1,853,PSI_Tray034_2016-01-02--09-51-00_top_4-4_853.png,p-19,320,422.1,34
49,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_1-1_575.png,p-1,220,266,31
128,8,48,20,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_1-2_575.png,p-2,40,51.3,31
184,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_1-3_575.png,p-3,210,270.6,31
263,11,45,20,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_1-4_575.png,p-4,180,232,31
339,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_1-5_575.png,p-5,290,362.8,31
461,15,41,30,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_2-2_575.png,p-7,270,345.5,31
563,15,41,20,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_2-4_575.png,p-9,210,271.5,31
642,8,48,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_2-5_575.png,p-10,100,118,31
715,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_3-1_575.png,p-11,200,258.5,31
794,8,48,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_3-2_575.png,p-12,70,79,31
867,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_3-3_575.png,p-13,180,229.5,31
946,11,45,50,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_3-4_575.png,p-14,50,63.9,31
1002,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_3-5_575.png,p-15,180,231.8,31
1081,11,45,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_4-1_575.png,p-16,120,165,31
1157,15,41,50,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_4-2_575.png,p-17,330,414.8,31
1279,15,41,10,2016-01-02:12-19-26,1,572,PSI_Tray031_2016-01-02--12-19-26_top_4-4_575.png,p-19,140,172,31
1387,15,41,10,2016-01-02:13-57-03,1,872,PSI_Tray032_2016-01-02--13-57-03_top_1-1_872.png,p-1,270,674.3,32
1489,5,51,20,2016-01-02:13-57-03,1,872,PSI_Tray032_2016-01-02--13-57-03_top_1-2_872.png,p-2,50,59,32
